File Name,Date of Petition,Identity of Submitting Entity,Representation Details,Cited Statutes or Regulations,FDA Action Commented On,Requested Action,Justification for Request
FDA-2012-P-0857-0007_Sheller_P_C_Amendment.pdf,27-Aug-12,"Sheller, P.C.",N/A,"21 U.S.C. §§ 352, 321; 21 C.F.R. §§ 10.30, 7.45",Pediatric indication and labeling for Risperdal and related products,Revoke pediatric indication or require black box warning for Risperdal/Invega products,"Concerns about insufficient safety data, hyperprolactinemia, gynecomastia, mislabeling risks, inadequate physician guidance."
FDA-2012-P-0436-0001_Lupin_Pharmaceuticals_Inc_Citizen_Petition.pdf,3-May-12,"Lupin Pharmaceuticals, Inc.","Leslie Sands, Director – Regulatory Affairs (USA)",21 CFR 10.30; 21 CFR 314.94,Orange Book listing for Meclizine Hydrochloride Tablets,Amend Orange Book to assign Par Pharm and Amneal Pharms as second reference listed drugs,Justification based on market availability and regulatory principles regarding therapeutic equivalence.
FDA-2012-P-0298-0010_Joseph_Dedvukaj_Firm_PC_on_Behalf_of_Arena_Pharmac.pdf,27-Mar-12,"Various physicians represented by Joseph Dedvukaj Firm, P.C.","Dr. Peter Le, Dr. Francis Le, Dr. Mark Le, others",21 CFR 10.30,Approval of Arena Pharmaceuticals’ Lorcaserin 10 mg BID and QD formulations,"Request for approval of Lorcaserin based on evidence of safety, efficacy, and the unmet need in obesity treatment.",
FDA-2012-P-0052-0001_Lannett_Company_Inc__Citizen_Petition.pdf,10-Jan-12,"Lannett Company, Inc.","Arthur Bedrosian, President and CEO",21 CFR 201.57(c)(8)(i); 21 CFR 10.30; Section 505(o)(4) of FDCA,Warning label for Phentermine HCl products regarding combination with Topiramate,Add warning about unproven safety of combining Phentermine and Topiramate,Concerns over serious adverse effects based on advisory committee findings and existing safety data.
FDA-2012-P-0983-0001_Sheppard_Mullin_Richter_and_Hampton_LLP_Citizen_Pe.pdf,13-Sep-12,Sheppard Mullin Richter & Hampton LLP,"Peter S. Reichertz, Esq. (Sheppard Mullin)",Section 505(j)(2)(C) of the FD&C Act; 21 CFR §§ 10.30 and 314.93,ANDA Suitability Petition for Potassium Acetate Injection,"Approval to submit an ANDA for Potassium Acetate Injection, USP, 2 mEq/mL, 100 mL glass vial",Proposed strength differs only in total drug content; otherwise matches the RLD; provides larger vial for hospital/pharmacy use.
FDA-2012-P-0200-0001_PharmaForce_Inc_Citizen_Petition.pdf,29-Feb-12,"PharmaForce, Inc.","Marilyn A. Friedly (Director, Regulatory Affairs)",Section 505(j)(2)(C) of the FD&C Act; 21 CFR 10.30,ANDA Suitability Petition for Doxorubicin Hydrochloride Injection,"Approval to submit an ANDA for Doxorubicin Hydrochloride Injection, 2 mg/mL (100 mg/50 mL) vial",Change in total drug content (not concentration) to provide flexibility and minimize waste.
FDA-2012-P-0298-0011_Joseph_Dedvukaj_Firm_PC_on_Behalf_of_Arena_Pharmac.pdf,28-Mar-12,"Joseph Dedvukaj Firm, P.C. on behalf of Arena Pharmaceuticals, Inc.","Multiple Physicians (Dr. Robert A. Rostock, Dr. Ardeis Scott, Dr. Patrick James Bennett, Dr. Jay R. Miller)",21 CFR § 10.30,Request for approval of Lorcaserin 10 mg BID and 10 mg QD,Approval of Arena Pharmaceuticals' obesity drug Lorcaserin (10 mg BID and QD) based on trial results (BLOOM-DM study),Lorcaserin met weight loss endpoints; emphasized benefits for diabetic and obese patients; warned of research setbacks if not approved.
FDA-2012-P-0617-0006_Letter_from_Combination_Products_Coalition_Epstein.pdf,29-Aug-14,Combination Products Coalition (CPC),Bradley Merrill Thompson (on behalf of CPC),21 CFR § 10.30,Citizen Petition requesting improvement of FDA's guidance development process,Meeting request to discuss delays and propose reforms,Highlighting impact of delays on innovation; pushing for updates to Intercenter Agreements and faster guidance issuance.
FDA-2012-P-1107-0001_FzioMed_Inc_Hogan_Lovells_US_LLP_Citizen_Petition.pdf,5-Nov-12,"FzioMed, Inc.","Janice Hogan, Esq. (Hogan Lovells US LLP)",Section 515(g)(2)(a) and Section 562 of the FD&C Act; 21 CFR 10.33,Petition for reconsideration of denial of PMA for Oxiplex/SP Gel,Request reversal of PMA denial and approval based on existing clinical evidence and foreign approvals.,
FDA-2012-P-0984-0001_Sheppard_Mullin_Richter_and_Hampton_LLP_Citizen_Pe.pdf,13-Sep-12,Sheppard Mullin Richter & Hampton LLP,"Peter S. Reichertz, Esq.",Section 505(j)(2)(C) of the FD&C Act; 21 CFR §§ 10.30 and 314.93,ANDA Suitability Petition for Potassium Acetate Injection,"Approval to submit an ANDA for Potassium Acetate Injection, USP 2 mEq/mL, 20 mL glass vial",Change in container from plastic to glass for better stability without changing concentration or formulation.
FDA-2012-P-0554-0003_Lupin_Pharmaceuticals_Inc_Withdrawal.pdf,25-Jun-12,"Lupin Pharmaceuticals, Inc.",Leslie Sands (Director - Regulatory Affairs),21 CFR 10.25 and 10.30,Request to withdraw previous Citizen Petition concerning LOFIBRA (Fenofibrate Tablets),Withdrawal requested because the product was relisted as active in the Orange Book.,
FDA-2012-P-0142-0001_Lannett_Company_Inc_Citizen_Petition.pdf,3-Feb-12,"Lannett Company, Inc.",Arthur P. Bedrosian (President and CEO),Section 505(j) of the FD&C Act; 21 CFR 314.93,Request to allow supplement submission to ANDA 201407 for new strength 50 mg/25 mg of Triamterene and Hydrochlorothiazide Capsules,Request to avoid a separate ANDA and submit as a supplement to save FDA resources; same active ingredients and similar specifications.,
FDA-2012-P-0993-0003_Sheppard_Mullin_Richter_and_Hampton_LLP_Withdrawal.pdf,16-Nov-12,Sheppard Mullin Richter & Hampton LLP,"Peter S. Reichertz, Esq.","Section 505(j)(2)(C) of the FD&C Act; 21 CFR 10.20, 10.30, and 314.93",Withdrawal of ANDA Suitability Petition for Atropine Sulfate Injection,Withdrawal because FDA would consider glass ampules under earlier related petition,Duplicate effort since FDA is reviewing an existing petition; no need for separate review.
FDA-2012-P-1189-0011_Bumble_Bee_ChickenoftheSea_StarKist_TMP_Applicatio.pdf,12-Oct-11,"Bumble Bee Foods, LLC; StarKist Co.; Tri-Union Seafoods, LLC",Robert A. Hahn (Olsson Frank Weeda Terman Matz PC),21 CFR § 130.17,Application for Temporary Marketing Permit (TMP) for Canned Tuna products,Request for TMP to test market canned tuna products deviating from standard of identity,To allow innovation and labeling improvements; align U.S. standard with global practices; encourage seafood consumption per Dietary Guidelines.
FDA-2012-P-0747-0001_Leroy_Leslie_Hamilton_PhD_Citizen_Petition.pdf,3-Jul-12,"Leroy Leslie Hamilton, Ph.D.","Leroy Leslie Hamilton, Ph.D.",21 CFR 10.30,Request for investigation into FDA Form 3429 (Device Classification Form),Request impartial review of whether FDA Form 3429 conforms to Class III statutory definition,"Form allegedly flawed, leading to device misclassifications; calls for corrections and transparency."
FDA-2012-P-1107-0026_Letter_from_FzioMed_Inc_Hogan_Lovells_US_LLP.pdf,6-Mar-14,"FzioMed, Inc.",Janice M. Hogan (Hogan Lovells US LLP),21 CFR 10.33,Comments on Draft Statement of Issues for Oxiplex® Dispute Resolution Panel,"Requested edits to better frame key dispute points, particularly statistical analysis and regulatory interpretation",Clarify subgroup analysis methodology; emphasize safety established; ensure Panel's fair assessment.
FDA-2012-P-0637-0005_KV_Pharmaceutical_Company_Reply_Comment.pdf,12-Nov-12,KV Pharmaceutical Company,N/A,Section 505(q) of the FD&C Act; 21 CFR § 10.30,Response to comments on Citizen Petition regarding Delalutin,Opposing approval of ANDAs for hydroxyprogesterone caproate referencing Delalutin,"Maintains safety concerns, lack of modern efficacy evidence, and risk to orphan drug exclusivity for Makena."
FDA-2012-P-0904-0316_Citizens_for_Health_CFH_Supplement_Amendment_to_HF.pdf,5-Aug-14,Citizens for Health,N/A,21 CFR Parts 12-16; FD&CA §402(a)(2)(C),Amendment and supplement to Citizen Petition on HFCS (High Fructose Corn Syrup),"Label fructose concentration (e.g., HFCS-42, HFCS-55) on products and enforce action against excess fructose concentrations",Consumers deserve clear labeling on fructose content; address health risks and regulatory compliance.
FDA-2012-P-1107-0028_Letter_from_FzioMed__Inc_Nogan_Lovells_US_LLP_to_F.pdf,18-Mar-14,"FzioMed, Inc.",Janice M. Hogan (Hogan Lovells US LLP),21 CFR 10.33,Comments on revised Draft Statement of Issues for Oxiplex® Dispute Resolution Panel,Argues that safety of Oxiplex is already established and shouldn't be an open issue,"Supports with historical FDA meetings, clinical studies, and international postmarket experience."
FDA-2012-P-0932-0001_Noven_Pharmaceuticals_Inc_Citizen_Petition.pdf,24-Aug-12,"Noven Pharmaceuticals, Inc.",N/A,Section 505(q) of the FD&C Act; 21 CFR § 10.30,Request to impose stricter bioequivalence standards for generic Daytrana patches,"Require additional bioequivalence, usability, heat effect studies, and residual drug load limits",Differences in transdermal delivery demand higher scrutiny to ensure patient safety.
FDA-2012-P-0050-0001_Arent_Fox_LLP_Citizen_Petition.pdf,10-Jan-12,Arent Fox LLP,Wayne H. Matelski,21 CFR 314.161; 21 CFR 10.25(a) and 10.30,Request to determine voluntary withdrawal of Jenloga™ and Kapvay™ (clonidine hydrochloride) was not for safety or effectiveness reasons,Allow submission and approval of ANDAs referencing Jenloga™ or Kapvay™,Drugs were withdrawn for economic or strategic reasons; no safety or efficacy concerns.
FDA-2012-P-0583-0008_Pfizer_Inc_Supplement.pdf,17-Oct-12,Pfizer Inc.,Geoffrey Levitt (Senior Vice President & Associate General Counsel),21 CFR 10.30,"Supplement to Citizen Petition regarding pregabalin ANDAs with ""not less than"" impurity specifications","Request FDA to deny amendments allowing ""not less than"" (NLT) impurity specs and enforce stricter standards",Court decision confirms infringement even with NLT impurity levels; Pfizer argues NLT specs are unlawful and inappropriate.
FDA-2012-P-1160-0001_Steven_A_Zecola_Citizen_Petition_Redacted_Version.pdf,15-Nov-12,Steven A. Zecola,Steven A. Zecola,21 CFR 10.30,"Request FDA to withdraw approval of ACT chemotherapy (Adriamycin, Cytoxan, Taxol) for BRCA1-related breast cancer patients",Withdraw ACT chemotherapy for BRCA1 triple-negative patients and recognize them as a distinct subgroup,Scientific studies show ACT chemotherapy may be disproportionately harmful to BRCA1 patients; better alternatives (PARP/platinum) exist.
FDA-2012-P-0061-0001_Lannett_Company_Inc__Citizen_Petition.pdf,16-Jan-12,"Lannett Company, Inc.",Arthur Bedrosian (President & CEO),Section 505(j) of the FD&C Act; 21 CFR 314.93,Request to submit a supplement to ANDA 201407 for 50 mg/25 mg Triamterene and Hydrochlorothiazide Capsules,Allow supplement submission instead of filing a new ANDA to save resources,50/25 mg strength already approved elsewhere; minor differences; avoids duplication.
FDA-2012-P-0857-0001_Citizen_Petition_from_Sheller_P_C_Law_Offices.pdf,27-Jul-12,"Sheller, P.C.","Lawrence J. Deutsch (Partner, Sheller P.C.)","21 CFR §§ 10.30 and 7.45; FDCA §§ 352, 321","Request to revoke pediatric indications for Risperdal, generic risperidone, and Invega, or alternatively impose black box warnings on labels",Protect pediatric patients from insufficiently studied risks of prolactin-related adverse events such as gynecomastia and endocrine disruption.,
FDA-2012-P-1029-0003_Amendment_from_Lachman_Consultant_Services_Inc.pdf,17-Oct-12,"Lachman Consultant Services, Inc.","Diana Sloane, R.Ph.",21 CFR 10.30,Amendment to Citizen Petition regarding Valrubicin Solution for Intravesical Instillation,Submission of proposed package insert labeling in support of suitability petition for Valrubicin generic.,
FDA-2012-P-0943-0001_Sunovion_Pharmaceuticals_Inc_Covington_and_Burling.pdf,29-Aug-12,"Sunovion Pharmaceuticals, Inc.",Covington & Burling LLP,Section 505(q) of the FD&C Act; 21 CFR 10.30,Citizen Petition challenging Dr. Reddy’s ANDA for generic Lunesta,Request FDA to refuse approval unless impurity limits for (R)-isomer are lowered to NMT 0.30%; concerns over public health and patent infringement.,
FDA-2012-P-0515-0001_Osmotica_Pharmaceutical_Corporation__Citizen_Petit.pdf,17-May-12,Osmotica Pharmaceutical Corp.,N/A,Section 505(q) of the FD&C Act; 21 CFR §§ 10.20 and 10.30,Request to refuse approval of Sun Pharma’s ANDA supplement for Venlafaxine HCl ER Tablets if tablet size is considerably larger than RLD,Concerns about patient safety and compliance due to difficulty swallowing larger tablets; potential impact on efficacy.,
FDA-2012-P-1068-0003_Ben_Venue_Laboratories_Withdrawal.pdf,15-Feb-13,"Ben Venue Laboratories, Inc.","Amy Schutte (Associate Director, Regulatory Affairs)",Section 505(j)(2)(C) of the FD&C Act; 21 CFR 314.93 and 10.30,Request to withdraw Suitability Petition regarding Ondansetron in 5% Dextrose Injection,Withdrawal due to safety concerns communicated by FDA regarding the proposed strength.,
FDA-2012-P-1000-0001_CUSTOpharm_Inc_Citizen_Petition.pdf,11-Sep-12,"CUSTOpharm, Inc.",N/A,Section 505(j)(2)(C) of the FD&C Act; 21 CFR 10.30,Request for determination that Dapiprazole Hydrochloride Ophthalmic Solution was not withdrawn for safety or effectiveness,No evidence suggesting withdrawal for safety or effectiveness reasons; request eligibility for ANDA submission.,
FDA-2012-P-0986-0004_Luitpold_Pharmaceuticals_Inc_Amendment.pdf,Oct-13,"Luitpold Pharmaceuticals, Inc.",N/A,21 CFR 10.30,"Amendment related to Atropine Sulfate Injection, USP",Request to revise or supplement prior submissions concerning ANDA suitability for Atropine Sulfate Injection.,
FDA-2012-P-0818-0001_Physicians_for_Responsible_Opioid_Prescribing_Citi.pdf,25-Jul-12,Physicians for Responsible Opioid Prescribing (PROP),"Andrew Kolodny, M.D. and others",21 CFR 10.20 and 10.30,"Request to modify opioid labeling to remove ""moderate pain"" indication, set dosage and duration limits for non-cancer pain",Responds to rising opioid addiction and overdose risks; argues current labeling promotes unsafe use.,
FDA-2012-P-0292-0004_Lachman_Consultant_Services_Inc_Withdrawal.pdf,13-Nov-12,"Lachman Consultant Services, Inc.","Janulis, A.C.",21 CFR 10.30,Request to withdraw Citizen Petition regarding Opana ER designation as RLD,"Request withdrawal because the requested action (designation as RLD) was already completed by FDA, rendering the petition moot.",
FDA-2012-P-1128-0005_Dechra_Ltd_Withdrawal_of_Citizen_Petition_CP_2.pdf,19-Nov-12,Dechra Ltd.,Susan Longhofer,21 CFR 10.30,Request to withdraw Suitability Petition for scoring changes in veterinary pimobendan tablets,Withdrawal without prejudice; no specific safety or efficacy issues mentioned.,
FDA-2012-P-1087-0001_Warner_Chilcott_Company_LLC_Citizen_Petition.pdf,24-Oct-12,"Warner Chilcott Company, LLC","Alvin Howard (Senior Vice President, Regulatory Affairs)","Sections 505(j) and 505(q) of the FD&C Act; 21 CFR §§ 10.30, 314.94, and 320.21",Request FDA to clarify and establish criteria for demonstrating bioequivalence for mesalamine delayed-release tablets and apply them to ANDAs referencing Asacol or Asacol HD,Ensure stricter standards for bioequivalence to protect efficacy and therapeutic integrity due to high variability of mesalamine absorption.,
FDA-2012-P-0895-0007_Endo_Pharmaceuticals_Supplement_Cover_Sheet.pdf,14-Feb-13,Endo Pharmaceuticals Inc.,"Robert Barto (Vice President, Regulatory Affairs)",Section 505(q) of the FD&C Act; 21 CFR 10.30,Supplement to Citizen Petition regarding Opana ER and generic oxymorphone products,Request confidential consideration of additional documents submitted in support of prior petition regarding product safety and abuse deterrence.,
FDA-2012-P-1004-0001_Sheppard_Mullin_Richter_Hampton_LLP_Citizen_Petiti.pdf,14-Sep-12,Sheppard Mullin Richter & Hampton LLP,"Peter S. Reichertz, Esq.","Section 505(j)(2)(C) of the FD&C Act; 21 CFR §§ 10.20, 10.30, and 314.93","ANDA Suitability Petition for Magnesium Sulfate Injection, USP 50%, in a 50 mL glass vial",Request approval for a different container size and material compared to the RLD (from plastic 2mL/10mL to glass 50mL vial).,
FDA-2012-P-1107-0033_Oxiplex__SP_Gel__FzioMed__Incorporated_s_Petition_.pdf,14-May-14,"FzioMed, Inc.",N/A,Section 515(g)(2) of the FD&C Act,Petition for review of FDA’s denial of PMA for Oxiplex/SP Gel,Request reconsideration through Medical Devices Dispute Resolution Panel; arguing sufficiency of clinical evidence for approval.,
FDA-2012-P-0895-0001_Endo_Pharmaceuticals_Inc_Citizen_Petition.pdf,10-Aug-12,Endo Pharmaceuticals Inc.,N/A,Sections 505(j) and 505(q) of the FD&C Act; 21 CFR §§ 10.30 and 314.161,Request FDA to determine discontinued Opana ER formulation withdrawn for safety and prevent generic approval,Argues non-crush-resistant Opana ER was discontinued for safety reasons and generics should not rely on it.,
FDA-2012-P-0986-0005_Second_Amendment_to_ANDA_Suitability_Petition_from.pdf,2-Mar-18,"Luitpold Pharmaceuticals, Inc.",Raenel Gibson (Regulatory Affairs Director),"Section 505(j)(2)(C) of the FD&C Act; 21 CFR 10.20, 10.30, and 314.93","Second Amendment to ANDA Suitability Petition for Atropine Sulfate Injection, USP",Request to allow ANDA submission for new strengths (1.0 mg/mL and 0.4 mg/mL) based on updated labeling alignment with RLD; support continued supply for medically necessary use.,
FDA-2012-P-1189-0015_Canned_Tuna_Deviating_From_the_Standard_of_Identit.pdf,28-Dec-21,"Bumble Bee Foods, LLC and StarKist Seafood Co.",N/A,21 CFR 130.17,Amendment of Temporary Marketing Permits for Canned Tuna Products,Request to add manufacturing locations and increase test product quantity for canned tuna products deviating from standard of identity in 21 CFR 161.190.,
FDA-2012-P-0499-0003_Jazz_Pharmaceuticals_Inc_Amendment.pdf,18-Jun-12,"Jazz Pharmaceuticals, Inc.","Philip J. Horhamp (Vice President, Strategic Operations)",21 CFR 10.30,Amendment to Citizen Petition regarding Xyrem (sodium oxybate) bioequivalence requirements,Request to ensure FDA publishes bioequivalence study requirements in Orange Book and requires in vivo studies for ANDAs referencing Xyrem.,
FDA-2012-P-1026-0001_Synergy_Health_Concepts_Inc_C_Humphrey_and_Associa.pdf,24-Sep-12,"Synergy Health Concepts, Inc.","Christine M. Humphrey, Esq.",21 CFR 10.35,Petition for Stay of Action regarding disclosure of FDA Warning Letters,Request to stay public disclosure of Warning Letters regarding investigational device studies at Synergy Health due to pending administrative review.,
FDA-2012-P-1189-0001_Canned_Tuna_Deviating_from_Identity_Standard__Temp.pdf,10-Jan-13,Chicken of the Sea International,N/A,21 CFR 130.17,"Temporary permit for marketing ""no drain canned tuna"" deviating from U.S. standard of identity",Allow test marketing to measure consumer acceptance and commercial feasibility; products deviate by minimal liquid addition and seasoning ingredients.,
FDA-2012-P-1189-0014_Canned_Tuna_Deviating_From_the_Standard_of_Identit.pdf,5-Mar-21,StarKist Seafood Company,N/A,21 CFR 130.17,Amendment to temporary marketing permit for canned tuna products,Permit amended to add three new manufacturing locations and increase quantity of test product; continues consumer testing.,
FDA-2012-P-1189-0004_Canned_Tuna_Deviating_From_Identity_Standard__Temp.pdf,7-Mar-16,"Bumble Bee Foods LLC, Chicken of the Sea International, StarKist Seafood Company",N/A,21 CFR 130.17,Extension of temporary permits for market testing canned tuna deviating from standard,Extension allows continued consumer testing in support of petition to amend the canned tuna standard of identity.,
FDA-2012-P-0649-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,18-Jun-12,"Lachman Consultant Services, Inc.",Robert W. Pollock,21 CFR 10.30 and 21 CFR 314.161,"Request for determination whether Questran (Cholestyramine for Oral Suspension, USP) was withdrawn for safety or effectiveness reasons",Allow ANDA submissions for Questran if withdrawal was not for safety reasons.,
FDA-2012-P-0507-0001_Cumberland_Pharmaceutical_Inc_Covington_and_Burlin.pdf,18-May-12,Cumberland Pharmaceuticals Inc.,Peter O. Safir (Covington & Burling LLP),Section 505(j) of the FD&C Act; 21 CFR 10.30,Request FDA not approve ANDAs for Acetadote® formulations containing EDTA,Argues EDTA poses safety concerns; Acetadote reformulated to remove EDTA at FDA’s request.,
FDA-2012-P-1189-0016_Canned_Tuna_Deviating_From_Identity_Standard__Amen.pdf,21-Dec-22,StarKist Co.,N/A,21 CFR 130.17,Amendment to temporary marketing permit for canned tuna products,Adds RD Foods Americas as an additional manufacturing location for test product; continues consumer acceptance testing :contentReference[oaicite:0]{index=0}.,
FDA-2012-P-1189-0002_Canned_Tuna_Deviating_From_Identity_Standard__Temp.pdf,20-Jun-14,Bumble Bee Foods LLC; Chicken of the Sea International; StarKist Seafood Company,N/A,21 CFR 130.17,Temporary permit for canned tuna deviating from standard of identity,Permit issued to allow market testing of canned tuna products with minor deviations to measure consumer acceptance and commercial feasibility :contentReference[oaicite:1]{index=1}.,
FDA-2012-P-0583-0004_Pfizer_Inc_Supplement.pdf,26-Jun-12,Pfizer Inc.,Geoffrey Levitt (Senior Vice President & Associate General Counsel),21 CFR 10.30,Supplement to Citizen Petition regarding pregabalin ANDA impurity specifications,"Request FDA to reject ""not less than"" impurity specifications proposed by Actavis for generic pregabalin; maintain safety and quality standards :contentReference[oaicite:2]{index=2}.",
FDA-2012-P-0754-0001_North_American_Olive_Oil_Association_Citizen_Petit.pdf,9-Jul-12,North American Olive Oil Association,N/A,21 CFR 130,Request to enhance and reaffirm standard of identity for olive oil and olive-pomace oil,Request FDA to adopt USDA and Codex standards for olive oil to ensure authenticity and consumer protection :contentReference[oaicite:3]{index=3}.,
FDA-2012-P-0479-0001_Natco_Pharma_Limited__Citizen_Petition.pdf,8-May-12,Natco Pharma Limited,N/A,"Section 505(j)(2)(C) of the FD&C Act; 21 CFR 10.20, 10.30, and 314.93",Request for Suitability Petition to file an ANDA for Imatinib Oral Solution 400 mg/5mL instead of tablets,Proposes new dosage form (oral solution) for patients with swallowing difficulties; no change to drug substance or indication :contentReference[oaicite:4]{index=4}.,
FDA-2012-P-1107-0039_OXIPLEX_SP_Gel__FzioMed__Incorporated_s_Petition_f.pdf,5-Nov-12,"FzioMed, Inc.",N/A,21 CFR 10.33; 21 CFR 814.44,FDA’s denial of premarket approval for OXIPLEX,Request for review and reversal of denial of PMA P070023,Argued data show safety and efficacy for indicated use in lumbar spine surgery; challenged FDA’s evaluation of clinical evidence.
FDA-2012-P-1112-0011_Petition_For_Reconsideration_From_Nobel_Laboratori.pdf,22-Jan-15,"Nobel Laboratories, LLC","Edward J. Petrus, M.D., Medical Director",21 CFR 314.93,Request to allow ANDA for Fasprofen (fast dissolving ibuprofen tablets) instead of Motrin chewable tablets,"Request based on comparable dosage, administration route, therapeutic effect, and published clinical evidence.",
FDA-2012-P-0764-0001_The_Joseph_Dedvukaj_Firm_PC_Citizen_Petition.pdf,12-Jul-12,"The Joseph Dedvukaj Firm, P.C.",N/A,21 C.F.R. § 10.30,FDA approval of Qnexa (Vivus obesity drug),Request FDA to reject or issue Complete Response Letter (CRL) for Qnexa,"Incomplete teratogenicity risk data, cardiovascular risk concerns, insufficient final data from FORTRESS study."
FDA-2012-P-0695-0001_Lorillard_Tobacco_Company__Citizen_Petition.pdf,26-Jun-12,Lorillard Tobacco Company,"Neil L. Wilcox, Senior VP & Chief Compliance Officer","21 U.S.C. §§ 387e(j), 387j; 21 C.F.R. § 10.30",Marketing authorization for new tobacco products,Request FDA to exercise enforcement discretion allowing marketing during SE Report review,Argument based on delays in FDA review process and need for regulatory flexibility for new tobacco products.
FDA-2012-P-1091-0001_Valeant_Pharmaceuticals_International_Inc_Covingto.pdf,31-Oct-12,"Valeant Pharmaceuticals International, Inc.",Submitted via Covington & Burling LLP,21 C.F.R. § 10.30,Withdrawal of certain generic approvals of bupropion XL 300 mg,Require new bioequivalence studies; withdraw approval if necessary,Concerns about non-bioequivalence of generics to Wellbutrin XL 300 mg and patient safety risks.
FDA-2012-P-0738-0001_The_Joseph_Dedvukaj_Firm_PC_Citizen_Petition.pdf,9-Jul-12,"The Joseph Dedvukaj Firm, P.C.",N/A,21 C.F.R. § 10.30,FDA approval of Qnexa (Vivus obesity drug),Request FDA to reject or issue Complete Response Letter (CRL) for Qnexa,Same grounds as other petition: incomplete teratogenicity and cardiovascular safety data.
FDA-2012-P-0872-0001_Handcrafted_Soapmakers_Guild_Inc.pdf,14-May-12,"Handcrafted Soapmakers Guild, Inc.","Leigh O'Donnell, President",15 U.S.C. §1454; 21 CFR Part 701.12,Labeling rules for place of business on cosmetic labels,Amend regulation to allow use of PO Box instead of street address,"Safety and privacy concerns for home-based businesses, changes in data access and communication practices."
FDA-2012-P-0549-0003_Anatase_Biopharmaceutic_Consulting_LLC__Letter.pdf,22-Oct-12,Anatase Biopharmaceutic Consulting LLC,"Alfred T. Elvin, Ph.D.",21 CFR 10.30 (by reference),Change of address for correspondence,N/A,N/A (letter is only an address update for prior petition)
FDA-2012-P-0993-0001_Sheppard_Mullin_Richter_Hampton_LLP_Citizen_Petiti.pdf,13-Sep-12,Sheppard Mullin Richter & Hampton LLP,Peter S. Reichertz,"21 C.F.R. §§ 10.30, 314.93",ANDA suitability for Atropine Sulfate Injection (new strength),Request to allow ANDA for 1.0 mg/ml Atropine Sulfate in glass ampule,"Improved dosing accuracy, minimized preparation errors, and sterility concerns addressed."
