File Name,Date of Petition,Identity of Submitting Entity,Representation Details,Cited Statutes or Regulations,FDA Action Commented On,Requested Action,Justification for Request
FDA-2012-P-0854-0001_B_Braun_Medical_Inc__Citizen_Petition.pdf,2-Aug-12,B. Braun Medical Inc.,"Rebecca Stolarick, Corporate VP of Regulatory Affairs","21 CFR 10.30, 314.93",Designation of Lactated Ringer’s (Hospira) under ANDA 19-416 as RLD,Request FDA to designate Hospira’s product as the RLD for Lactated Ringer’s Irrigation,Supports safe substitution; historic NDA status; minimizes regulatory ambiguity.
FDA-2012-P-0935-0001_Lachman_Consultant_Services_Inc_Citizen_Petition.pdf,27-Aug-12,"Lachman Consultant Services, Inc.","Robert Pollock, President","21 CFR 10.30, 314.93",Tadalafil Tablets 40 mg ANDA suitability petition,Request FDA to permit ANDA submission for 40 mg strength,Convenience of dosing; reduce medication errors; aligns with FDA's previous recommendations regarding strength.
FDA-2012-P-0940-0001_Alpharma_LLC_a_Subsidiary_of_Pfizer_Inc_Citizen_Pe.pdf,28-Aug-12,Alpharma LLC (subsidiary of Pfizer Inc.),"Sayed Ahmed, Associate Director, Regulatory Affairs",21 U.S.C. § 360b(n)(3) (Section 512(n)(3) of FDCA),Suitability petition for generic Florfenicol granules for swine drinking water,Permit ANADA submission for granules instead of solution,"Cost efficiency, ease of transport, same therapeutic effectiveness compared to pioneer solution product."
FDA-2012-P-0826-0001_Lachman_Consultant_Services_Inc__Citizen_Petition.pdf,27-Jul-12,"Lachman Consultant Services, Inc.","Robert Pollock, Executive Vice President","21 CFR 10.30, 314.93",Suitability petition for Sitagliptin and Metformin ER Tablets 50 mg/850 mg,Declare suitability for ANDA submission,Provides additional dosing flexibility while maintaining dosage safety and efficacy ranges of the RLD (Janumet XR).
FDA-2012-P-0964-0001_Lannett_Company_Inc_Citizen_Petition.pdf,5-Sep-12,"Lannett Company, Inc.","Arthur Bedrosian, President and CEO",21 CFR § 314.93,Request to allow ANDA submission for lower acetaminophen strength Hydrocodone Bitartrate/Acetaminophen tablets,"Permit ANDAs for 2.5/250 mg, 3.75/250 mg, 5/250 mg, and 3.75/325 mg strengths",Supports safer acetaminophen dosing per FDA acetaminophen policy; therapeutic equivalence maintained.
FDA-2012-P-0299-0005_Front_Range_Equine_Rescue_FRER_and_The_Humane_Soci.pdf,24-Aug-12,Front Range Equine Rescue and The Humane Society of the United States,"Bruce A. Wagman, Schiff Hardin LLP","21 CFR Part 10 (general); Food, Drug, and Cosmetic Act sections addressing adulteration",Prohibit sale of horse meat from U.S. horses for human consumption,Health risks from untraceable drug exposure in horses not raised for food; FDA warning letters cited as evidence.,
FDA-2012-P-0496-0004_Cumberland_Pharmaceuticals_Inc__Amendment.pdf,9-Jul-12,Cumberland Pharmaceuticals Inc.,"Amy D. Rock, Ph.D., Senior Director, Regulatory & Scientific Affairs",21 CFR 314.93,Request to allow ANDA for lactulose crystals 10g and 20g for treatment of portal systemic encephalopathy,Permit ANDA using liquid lactulose RLD; dosage form change justified by equivalent clinical effect and precedent.,
FDA-2012-P-0260-0024_Fisher_Wallace___CP_Amendment__2.pdf,17-Jan-17,"Fisher Wallace Laboratories, LLC","Kelly Roman, Co-Founder",21 CFR Part 10 (by reference),FDA reclassification and regulatory actions regarding Cranial Electrotherapy Stimulators (CES),Request reconsideration of CES device reclassification; challenge findings of OSI report,Alleged bias and irregularities in FDA proceedings; insufficient investigation of concerns raised in original petition.
FDA-2012-P-0986-0003_Sheppard_Mullin_Richter_Hampton_LLP_Supplement.pdf,6-Feb-13,Sheppard Mullin Richter & Hampton LLP,Peter S. Reichertz,"21 C.F.R. §§ 10.30, 314.93 (supplementing original petition)","ANDA suitability for Atropine Sulfate Injection, 1.0 mg/mL (Glass Ampules)",Amend prior citizen petition to revise labeling and address FDA comments,"Revised pediatric labeling, corrected description inconsistencies, addressed excipient matching, and dosage calculations to align with RLD standards."
FDA-2012-P-0617-0001_Combination_Products_Coalition_CPC_Esptein_Becker_.pdf,8-Jun-12,"Combination Products Coalition (via Epstein Becker & Green, P.C.)","Bradley Merrill Thompson, Counsel",21 C.F.R. § 10.20,Transparency and guidance improvements for FDA's handling of combination products,"Streamline guidance processes, publish more regulatory decisions, and enhance stakeholder engagement","Improve regulatory efficiency, public access, and support innovation in combination products."
FDA-2012-P-0647-0001_Laboratorios_SALVAT_SA_Fish_and_Richardson_PC_Citi.pdf,19-Jun-12,"Laboratorios SALVAT, S.A. (via Fish & Richardson P.C.)",N/A,21 U.S.C. § 355; 21 C.F.R. § 314,Refusal of ANDAs proposing non-sterile generics citing CETRAXAL®,Prevent approval of non-sterile generics based on labeling and safety risks,Differences in sterility would require improper label changes; risk of middle ear infections in patients.
FDA-2012-P-1112-0001_Nobel_Laboratories_LLC_Citizen_Petition.pdf,21-Oct-12,"Nobel Laboratories, LLC","Edward J. Petrus, M.D., Medical Director",21 CFR § 314.93,"ANDA suitability petition for Fasprofen, Orally Disintegrating Tablets 100 mg",Allow ANDA for orally disintegrating form of Motrin 100 mg chewable tablets,Provides alternative dosage form for ease of use; similar absorption profile; maintains therapeutic effect.
FDA-2012-P-0554-0001_Lupin_Pharmaceuticals_Inc__Citizen_Petition.pdf,1-Jun-12,"Lupin Pharmaceuticals, Inc.","Leslie Sands, Director – Regulatory Affairs (USA)",21 CFR 314.161,Determination regarding discontinuation of LOFIBRA® (Fenofibrate Tablets) 54 mg and 160 mg,Request FDA to determine if discontinuation was not for safety or effectiveness reasons,To permit ANDA submissions using LOFIBRA® as RLD if safe; continuation of generic market access.
FDA-2012-P-0549-0001_Anatase_Biopharmaceutic_Consulting_LLC_Citizen_Pet.pdf,24-May-12,Anatase Biopharmaceutic Consulting LLC,"Alfred T. Elvin, Ph.D.",21 U.S.C. § 355,Prevent approval of Calcitriol Capsule generics not demonstrating fasting and fed bioequivalence,Request FDA to require BE studies under fasting and fed conditions for therapeutic equivalence,Safety risks if bioequivalence not properly demonstrated under different physiological conditions.
FDA-2012-P-1127-0001_Onco_Therapies_Limited_Strides_Inc_Citizen_Petitio.pdf,7-Nov-12,Onco Therapies Limited / Strides Inc.,"Anil Sachdeva, Assistant Vice President - Regulatory Affairs","21 CFR 10.30, Section 505(j)(2)(C) of FDCA","Request for ANDA suitability for Docetaxel Injection, 20 mg/mL in 8 mL fill",Seek designation of Accord Healthcare’s product (N201195) as RLD to allow ANDA submission,Product is qualitatively and quantitatively the same; request full waiver of pediatric study requirements.
FDA-2012-P-1058-0001_Lachman_Consultant_Sevices_Inc_Citizen_Petition.pdf,10-Oct-12,"Lachman Consultant Services, Inc.",On behalf of client (name not disclosed),"21 CFR 10.30, Section 505(j)(2)(C) of FDCA","Request ANDA suitability for Mefenamic Acid Capsules, USP, 500 mg",Change in strength from RLD (PONSTEL® 250 mg) justified by labeling dosage instructions,Single 500 mg capsule improves dosing accuracy and compliance.
FDA-2012-P-1029-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,24-Sep-12,"Lachman Consultant Services, Inc.",On behalf of client (name not disclosed),"21 CFR 10.30, Section 505(j)(2)(C) of FDCA","Request ANDA suitability for Valrubicin Solution for Intravesical Instillation, 800 mg/20 mL vial",Increase in total drug content (same concentration) justified to improve convenience and reduce waste,"Same concentration, route, inactive ingredients; lower contamination risk."
FDA-2012-P-0997-0001_Sheppard_Mullin_Richter_Hampton_LLP_Citizen_Petiti.pdf,14-Sep-12,Sheppard Mullin Richter & Hampton LLP,"Peter S. Reichertz, Partner","21 CFR 10.30, 314.93",Request ANDA suitability for Magnesium Sulfate Injection 50% in 2 mL and 10 mL glass vials,Change from plastic to glass containers for Magnesium Sulfate Injection NDA 019316,Container material change poses no safety issues; meets USP standards.
FDA-2012-P-0945-0001_Center_for_Regulatory_Servics__Inc__Citizen_Petiti.pdf,29-Aug-12,"Center for Regulatory Services, Inc.","Kristi O. Smedley, Ph.D., Vice President","21 CFR 10.30, Section 512(n)(3)(A) of FDCA (Animal Drug)",Request ANADA suitability for Pimobendan 10 mg chewable tablets for dogs,Provides dosing convenience for large dogs; maintains proportional composition and therapeutic equivalence.,
FDA-2012-P-0904-0001_Citizen_for_Health_Citizen_Petition.pdf,15-Aug-12,Citizens for Health,"James S. Turner, Board Chair","21 U.S.C. 321(s), 342, 348, and 371",Regulation of high fructose corn syrup concentrations above 55%,Request amendments to 21 CFR 184.1866 to require labeling of fructose concentration; enforcement against non-GRAS HFCS products,"Consumer protection, prevent mislabeling, uphold GRAS safety standards."
FDA-2012-P-1147-0001_Foley_Lardner_LLP_Citizen_Petition.pdf,13-Nov-12,Foley & Lardner LLP (on behalf of client),"David L. Rosen, Esq.","21 CFR 10.30, 314.93","Request ANDA suitability for Dexmedetomidine Hydrochloride Injection, 400 mcg/4 mL vial",Allow different fill volume (not concentration change) compared to PRECEDEX®,No changes to strength or safety profile; improved convenience for healthcare providers.
FDA-2012-P-0989-0001_Sheppard_Mullin_Richter_Hampton_LLP_Citizen_Petiti.pdf,13-Sep-12,Sheppard Mullin Richter & Hampton LLP,Peter S. Reichertz,"21 CFR 10.30, 314.93","Request ANDA suitability for Sodium Acetate Injection, USP 2 mEq/mL in 20 mL glass vial",Change container material from plastic to glass for existing RLD,Glass containers are more stable; no safety or efficacy concerns; no bioequivalence testing needed&#8203;:contentReference[oaicite:0]{index=0}.
FDA-2012-P-0982-0001_Sheppard_Mullin_Richter_and_Hampton_LLP_Citizen_Pe.pdf,13-Sep-12,Sheppard Mullin Richter & Hampton LLP,"Peter S. Reichertz, Partner","21 CFR 10.30, 314.93","Request ANDA suitability for Sodium Acetate Injection, USP 4 mEq/mL",Approval to file ANDA for new strength and volume (glass vial) vs RLD,"Improves convenience, reduces waste, no safety concerns&#8203;:contentReference[oaicite:0]{index=0}."
FDA-2012-P-0906-0001_Lachman_Consultant_Services_Inc.pdf,15-Aug-12,"Lachman Consultant Services, Inc.","Joan Janulis, Vice President",21 CFR 10.30,Request to designate Absorica™ as separate RLD for isotretinoin capsules,Allow ANDAs referencing Absorica due to bioavailability differences from Amnesteem™,Absorica not bioequivalent to Amnesteem™ under fasting conditions&#8203;:contentReference[oaicite:1]{index=1}.
FDA-2012-P-0698-0001_Lachman_Consultant_Services_Inc_Citizen_Petition.pdf,27-Jun-12,"Lachman Consultant Services, Inc.",Robert W. Pollock,Section 505(j)(2)(C) of the FD&C Act; 21 CFR 10.30 and 314.93,"Request for suitability determination to submit an ANDA for Metoprolol Succinate Extended-release Tablets, 12.5 mg",Provide an accurate 12.5 mg tablet strength for heart failure patients instead of requiring tablet splitting :contentReference[oaicite:0]{index=0}.,
FDA-2012-P-0496-0001_Cumberland_Pharmaceuticals_Inc_Citizen_Petition.pdf,17-May-12,Cumberland Pharmaceuticals Inc.,"Amy D. Rock, PhD","Section 505(j)(2)(C) of the FD&C Act; 21 CFR 10.30, 314.93",Request for permission to file an ANDA for lactulose crystals (KRISTALOSE®) based on ENULOSE® Liquid RLD,Proposed reconstitution to oral solution preserves intended use and efficacy; crystals offer dosing flexibility :contentReference[oaicite:1]{index=1}.,
FDA-2012-P-0992-0001_Sheppard_Mullin_Richter_Hampton_LLP_Citizen_Petiti.pdf,13-Sep-12,Sheppard Mullin Richter & Hampton LLP,"Peter S. Reichertz, Esq.",Section 505(j)(2)(C) of the FD&C Act; 21 CFR 10.30 and 314.93,"ANDA Suitability Petition for Potassium Acetate Injection, USP, 4 mEq/mL, 50 mL glass vial",Change strength and container from 2 mEq/mL 20 mL plastic vial to 4 mEq/mL 50 mL glass vial to improve hospital convenience :contentReference[oaicite:2]{index=2}.,
FDA-2012-P-0994-0001_Sheppard_Mullin_Richter_Hampton_LLP_Citizen_Petiti.pdf,13-Sep-12,Sheppard Mullin Richter & Hampton LLP,"Peter S. Reichertz, Esq.",Section 505(j)(2)(C) of the FD&C Act; 21 CFR 10.30 and 314.93,"ANDA Suitability Petition for Sodium Acetate Injection, USP, 2 mEq/mL, 100 mL glass vial",Request to submit ANDA for larger volume glass vial version of Sodium Acetate to reduce waste :contentReference[oaicite:0]{index=0}.,
FDA-2012-P-0153-0001_Intertek_Citizen_Petition.pdf,10-Feb-12,Intertek,"Paula Wilkerson, RAC, CRA",Section 523 of the FD&C Act; 21 CFR 10.30,Request FDA to refrain from dismissing Intertek as Accredited Person for 510(k) Review without due process,Request reinstatement as Accredited Person and completion of Biophotas 510(k) review :contentReference[oaicite:0]{index=0}.,
FDA-2012-P-1034-0001_Lachman_Consultant_Sevices_Inc_Citizen_Petition.pdf,27-Sep-12,"Lachman Consultant Services, Inc.",Paul J. Schwartz (Vice President),21 CFR 10.30 and 314.161,Request for determination whether SUBOXONE Sublingual Tablets were withdrawn for safety or effectiveness,Request supports approval of ANDAs referencing SUBOXONE tablets :contentReference[oaicite:1]{index=1}.,
FDA-2012-P-0478-0001_Xspire_Pharma_LLC_Citizen_Petition.pdf,7-May-12,"Xspire Pharma, LLC","F. Randy Lloyd, CEO",Section 505(j)(2)(C) of the FD&C Act; 21 CFR 314.93,ANDA Suitability Petition for reformulated Pentazocine and Acetaminophen tablets,Request to allow ANDA submission for Acetaminophen 312.5 mg and Pentazocine Hydrochloride 25 mg tablets to comply with acetaminophen limits :contentReference[oaicite:0]{index=0}.,
FDA-2012-P-1068-0001_Ben_Venue_Laboratories_Inc_Citizen_Petition.pdf,12-Oct-12,"Ben Venue Laboratories, Inc.","Amy Schutte (Associate Director, Regulatory Affairs)",Section 505(j)(2)(C) of the FD&C Act; 21 CFR 314.93 and 10.30,Request ANDA suitability for new strength of Ondansetron in 5% Dextrose Injection (16 mg/25 mL),Reduce overdose risk based on FDA drug safety communication about QT prolongation; facilitate safer dosing :contentReference[oaicite:1]{index=1}.,
FDA-2012-P-1251-0001_Gordon_Johnston_Regulatory_Consultants_LLC_Citizen.pdf,17-Dec-12,"Gordon Johnston Regulatory Consultants, LLC",Gordon Johnston (Principal),Section 505(j)(2)(C) of the FD&C Act; 21 CFR 10.30,"Request ANDA suitability for Morphine Sulfate Injection USP, 5 mg/mL, single-use vial",Intermediate strength requested for better dosing flexibility compared to 4 mg/mL RLD :contentReference[oaicite:2]{index=2}.,
FDA-2012-P-0589-0002_Onco_Therapies_Limited_Strides_Inc_Citizen_Petitio.pdf,4-Jun-12,Onco Therapies Limited / Strides Inc.,Anil Sachdeva (U.S. Agent),Section 505(j)(2)(C) of the FD&C Act; 21 CFR 10.30,Request FDA to allow submission of ANDA for Docetaxel Injection 20 mg/mL in 8 mL fill,Request based on maintaining the same concentration while increasing the fill volume to 160 mg/8mL :contentReference[oaicite:0]{index=0}.,
FDA-2012-P-0497-0001_Piedmont_Animal_Health_Citizen_Petition.pdf,17-May-12,Piedmont Animal Health,"Kathleen G. Palma, Ph.D. (Vice President, Research, Development, and Regulatory)",Section 512(n)(3) of the FD&C Act,"ANDA Suitability Petition for a generic soft chewable form of enrofloxacin differing in texture, hardness, and size from Baytril® Taste Tabs® :contentReference[oaicite:0]{index=0}.",,
FDA-2012-P-1158-0001_Milagros_Demier_Citizen_Petition.pdf,20-Nov-12,Milagros Demier,N/A,21 CFR 10.30,Petition to deny release of genetically modified mosquitoes in Key West,"Cites environmental, health, and economic risks if GM mosquitoes are released :contentReference[oaicite:0]{index=0}.",
FDA-2012-P-0775-0001_Xspire_Pharma_LLC_Citizen_Petition.pdf,12-Jul-12,"Xspire Pharma, LLC",Ford J. Mundy (President & CEO),21 CFR 314.93,"Request to file ANDA for Acetaminophen, Caffeine, Dihydrocodeine Bitartrate Tablets with reduced acetaminophen content (312.5 mg) to comply with FDA safety guidance :contentReference[oaicite:1]{index=1}.",,
FDA-2012-P-0497-0001_Piedmont_Animal_Health_Citizen_Petition.pdf,17-May-12,Piedmont Animal Health,"Kathleen G. Palma, Ph.D.",Section 512(n)(3) of the FD&C Act,ANDA Suitability Petition for generic enrofloxacin soft chewable differing in texture and hardness :contentReference[oaicite:2]{index=2}.,,
FDA-2012-P-0458-0001_Lachman_Consultant_Services_Inc_Citizen_Petition.pdf,7-May-12,"Lachman Consultant Services, Inc.",Robert W. Pollock,21 CFR 10.30 and 314.161,"Request FDA to determine whether Aloxi® (palonosetron hydrochloride) Capsules, 0.5 mg were withdrawn for reasons of safety or effectiveness :contentReference[oaicite:0]{index=0}.",,
FDA-2012-P-1179-0001_Jack_M_Saroyan_DDS_Citizen_Petition.pdf,24-Nov-12,"Jack M. Saroyan, DDS",N/A,21 CFR 10.30,Request to permit addition of fluoride to iodized table salt to prevent iodine deficiency and dental caries :contentReference[oaicite:1]{index=1}.,,
FDA-2012-P-1104-0001_Lachman_Consultant_Services_Inc_Citizen_Petition.pdf,2-Nov-12,"Lachman Consultant Services, Inc.",Robert W. Pollock,21 CFR 10.30 and 314.161,Request FDA determination whether Juvisync™ (sitagliptin and simvastatin) Tablets (various strengths) were withdrawn for safety or effectiveness reasons :contentReference[oaicite:0]{index=0}.,,
FDA-2012-P-0607-0001_AIDS_Healthcare_Foundation_AHF_Citizen_Petition.pdf,8-Jun-12,AIDS Healthcare Foundation (AHF),Tom Myers (General Counsel),Section 505(q) of the FD&C Act; 21 CFR 10.30,Request FDA not rely on Antiviral Drugs Advisory Committee's recommendation regarding Gilead’s Truvada® for PrEP; request reconvening a fairly balanced committee :contentReference[oaicite:0]{index=0}.,,
FDA-2012-P-1071-0001_Law_Office_of_Alvin_J_Lorman_Citizen_Petition.pdf,12-Oct-12,Law Office of Alvin J. Lorman,Alvin J. Lorman,21 CFR 10.30 and 314.122,Request FDA determination that Geref (sermorelin acetate) NDA No. 020443 was withdrawn for reasons other than safety or efficacy :contentReference[oaicite:1]{index=1}.,,
FDA-2012-P-0895-0003_Endo_Pharmaceuticals_Inc_Supplement.pdf,13-Nov-12,Endo Pharmaceuticals Inc.,"Robert Barto (Vice President, Regulatory Affairs)",21 CFR 10.30,Supplement to Citizen Petition providing confidential attachments regarding Opana ER reformulation and abuse data :contentReference[oaicite:0]{index=0}.,,
FDA-2012-P-0916-0001_Call_Inc_dba_Rochester_Pharmaceuticals_Ei_Inc__Cit.pdf,16-Aug-12,Call Inc. (dba Rochester Pharmaceuticals) via Ei Inc.,Edward Patt (Director Regulatory Affairs),"Section 505(j)(2)(C) of the FD&C Act; 21 CFR 10.20, 10.30, 314.122",Request FDA determination that Differin™ (adapalene solution) 0.1% was not withdrawn for safety or effectiveness; enable ANDA submission :contentReference[oaicite:0]{index=0}.,,
FDA-2012-P-0431-0001_Alcon_Research_Ltd_Citizen_Petition.pdf,1-May-12,Alcon Research Ltd.,Nancy Cariker-Moon,Section 505(a) of the FD&C Act; 21 CFR 10.30,Request FDA to take enforcement action against unapproved pilocarpine HCl ophthalmic solutions competing with ISOPTO® Carpine products :contentReference[oaicite:0]{index=0}.,,
FDA-2012-P-1189-0012_Bee_Chicken_of_the_Sea_Starkist__TMP_Application_A.pdf,2-Feb-12,"Bumble Bee Foods, LLC; StarKist Co.; Tri-Union Seafoods, LLC","Robert A. Hahn, Esq.",21 CFR 130.17,"Amendment to Temporary Marketing Permit Application for canned tuna deviating from identity standard by using drained weight rather than pressed cake weight, and requesting exemption from substandard fill labeling :contentReference[oaicite:0]{index=0}.",,
FDA-2012-P-1259-0001_Hyman_Phelps_McNamara_PC_Citizen_Petition.pdf,21-Dec-12,"Hyman, Phelps & McNamara, P.C.",Kurt R. Karst,Section 505(j)(2)(C) of the FD&C Act; 21 CFR 314.93,"Request FDA approval to file an ANDA for Pemetrexed Disodium for Injection, 750 mg/vial, based on change in strength from ALIMTA 500 mg/vial :contentReference[oaicite:0]{index=0}.",,
FDA-2012-P-0462-0001_Douglass_Oeller_Consulting_Inc_Citizen_Petition.pdf,7-May-12,"Douglass Oeller Consulting, Inc.","Douglass S. Oeller, DVM",Section 512(n)(3) of the FD&C Act,Request permission to file an ANADA for a generic hyaluronate sodium injection for horses with different strength (17 mg/mL) and packaging (pre-filled syringe) compared to pioneer Legend® (10 mg/mL vials) :contentReference[oaicite:1]{index=1}.,,
FDA-2012-P-0916-0003_Call_Inc_dba_Rochester_Pharmaceuticals_Ei_Inc__Ame.pdf,23-Aug-12,Call Inc. (dba Rochester Pharmaceuticals) via Ei Inc.,"Edward Patt (Director, Regulatory Affairs)",21 CFR 10.30 and 314.122,Request FDA determination whether Differin (adapalene solution) 0.1% was withdrawn for reasons other than safety or effectiveness :contentReference[oaicite:2]{index=2}.,,
FDA-2012-P-0589-0003_OncoTherapies_Limited_Withdrawal.pdf,5-Nov-12,Onco Therapies Limited (via Strides Inc.),"Anil Sachdeva, Assistant Vice President - Regulatory Affairs",21 CFR 10.30 (implicit),Withdrawal of Citizen Petition for Docetaxel Injection 20 mg/mL 8mL fill,Withdraw petition because the referenced Accord Healthcare product was approved before petition action needed&#8203;:contentReference[oaicite:0]{index=0}.,
FDA-2012-P-1043-0001_Foley_Lardner_LLP_Citizen_Petition.pdf,2-Oct-12,Foley & Lardner LLP,"David L. Rosen, B.S. Pharm., J.D.","21 CFR 10.30, 314.93",Request FDA to designate Medefil’s Sodium Chloride Injection in prefilled syringes as a second RLD,Facilitate generic competition for prefilled syringe format; same active ingredient and concentration&#8203;:contentReference[oaicite:0]{index=0}.,
FDA-2012-P-1128-0003_Dechra_Ltd_Citizen_Petition.pdf,23-Oct-12,Dechra Ltd.,"Susan L. Longhofer, DVM, MS, Dip. ACVIM",21 CFR 512(n)(3),Request permission to file ANADA for pimobendan tablets (different scoring),Scoring tablets into quarters (instead of halves) improves dosing flexibility for dogs&#8203;:contentReference[oaicite:1]{index=1}.,
FDA-2012-P-1128-0001_Dechra_Ltd_Citizen_Petition.pdf,23-Oct-12,Dechra Ltd.,"Susan L. Longhofer, DVM, MS, Dip. ACVIM",21 CFR 512(n)(3),Request permission to file ANADA adding 10 mg tablet size for pimobendan,Enhanced dosing convenience for larger dogs while maintaining therapeutic equivalence&#8203;:contentReference[oaicite:2]{index=2}.,
FDA-2012-P-1267-0003_Xspire_Pharma_LLC_Withdrawal_of_Petition.pdf,9-Jul-13,Xspire Pharma LLC,"Richard J. Mundy, President and CEO",21 CFR 10.30 (by reference),Withdrawal of suitability petition for Hydrocodone Bitartrate 5mg and Aspirin 325mg tablets,Voluntary withdrawal; prior email to FDA incomplete; now properly sent&#8203;:contentReference[oaicite:0]{index=0}.,
FDA-2012-P-1180-0001_Lannett_Company_Inc_Citizen_Petition.pdf,26-Nov-12,"Lannett Company, Inc.","Arthur P. Bedrosian, President and CEO",21 CFR 314.93,Request ANDA suitability for Oxycodone Hydrochloride Extended-Release Capsules (instead of tablets),"Request based on solid oral dosage similarity, expected therapeutic equivalence&#8203;:contentReference[oaicite:0]{index=0}.",
FDA-2012-P-1104-0003_Lachman_Consultant_Services_Inc.pdf,17-Dec-12,"Lachman Consultant Services, Inc.","Robert W. Pollock, Executive Vice President","21 CFR 10.30, Section 505(j)(2)(C)",Withdrawal of petition regarding Juvisync (sitagliptin/simvastatin) NDA marketing status,Withdrawn because products commenced marketing&#8203;:contentReference[oaicite:0]{index=0}.,
FDA-2012-P-0915-0004_Sunovion_Pharmaceticals_Inc_Covington__Burling_LLP.pdf,30-Aug-12,"Sunovion Pharmaceuticals, Inc. (via Covington & Burling LLP)","Peter O. Safir, Counsel",21 CFR 10.30,Request to withdraw previously filed citizen petition and confidential supplement,Withdrawal of August 16 and August 21 submissions after superseding filing&#8203;:contentReference[oaicite:0]{index=0}.,
FDA-2012-P-1180-0003_Lannett_Co_Inc_Amendment_to_Suitability_Petition.pdf,17-Dec-12,"Lannett Company, Inc.","Arthur P. Bedrosian, President and CEO",21 CFR 10.30 (Amendment),Amendment to earlier suitability petition regarding Oxycodone ER Capsules,Provides PREA waiver request; clarifies tamper-resistance compliance; removes bioequivalence determination request&#8203;:contentReference[oaicite:1]{index=1}.,
FDA-2012-P-1034-0004_Reference_1_Further_US_RB_Pharmaceuticals_Announce.pdf,25-Sep-12,Reckitt Benckiser Pharmaceuticals Inc.,"Richard Simkin, President",21 CFR 10.30,"Request FDA to mandate pediatric safety measures for buprenorphine products (unit-dose packaging, educational campaigns)",Based on increased pediatric exposures with Suboxone Tablets compared to Film; child-safety packaging reduces risk&#8203;:contentReference[oaicite:0]{index=0}.,
FDA-2012-P-0738-0003_The_Joseph_Dedvukaj_Firm_P_C_Withdrawal_of__Citize.pdf,12-Jul-12,"The Joseph Dedvukaj Firm, P.C.","Joseph Dedvukaj, Attorney",21 CFR 10.30 (withdrawal letter),Withdrawal of earlier citizen petition regarding Qnexa drug candidate,Clerical errors in original petition prompted withdrawal and resubmission&#8203;:contentReference[oaicite:0]{index=0}.,
FDA-2012-P-0545-0003_Pfizer_Inc__Withdrawal_of_Citizen_Petition.pdf,6-Jun-12,Pfizer Inc.,"Geoffrey Levitt, Senior VP & Associate General Counsel","21 U.S.C. § 351, § 355; 21 CFR 10.30",Withdrawal of prior citizen petition (FDA-2012-P-0545),Request to withdraw original petition and submit a revised petition with amended certification section&#8203;:contentReference[oaicite:0]{index=0}.,
FDA-2012-P-1189-0009_Canned_Tuna_Deviating_From_Identity_Standard__Temp.pdf,27-Aug-14,"Bumble Bee Foods, LLC","Steven Mavity (Senior Vice President, Technical Services & Corporate Quality)",21 CFR 130.17,Label approvals for canned tuna products under Temporary Market Permit; certain products discontinued :contentReference[oaicite:0]{index=0}.,,
FDA-2012-P-1028-0010_Safety_Concerns_Regarding_Buprenorphine_for_Opioid.pdf,20-Nov-12,Reckitt Benckiser (referenced by FDA),N/A,21 CFR 10.30,Safety concerns related to accidental pediatric exposure to buprenorphine products,Request clarification and evaluation of pediatric risks,Concerns about pediatric exposure and lack of safeguards :contentReference[oaicite:0]{index=0}.